,LGA,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0,103.0,104.0,Over 65 total per LGA
70,Lake Grace ,22.0,15.0,5.0,13.0,13.0,10.0,7.0,18.0,11.0,4.0,11.0,7.0,13.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
71,Laverton ,16.0,6.0,5.0,3.0,4.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
72,Leonora ,24.0,10.0,6.0,10.0,4.0,0.0,5.0,3.0,4.0,4.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
73,Mandurah ,963.0,1067.0,1051.0,1117.0,1294.0,929.0,967.0,986.0,902.0,829.0,826.0,782.0,728.0,706.0,634.0,543.0,542.0,483.0,428.0,416.0,382.0,320.0,276.0,247.0,202.0,182.0,141.0,97.0,81.0,62.0,52.0,36.0,19.0,12.0,13.0,4.0,0.0,0.0,5.0,0.0,18324.0
74,Manjimup ,113.0,105.0,127.0,107.0,119.0,119.0,99.0,97.0,76.0,80.0,77.0,86.0,61.0,58.0,45.0,51.0,51.0,44.0,53.0,44.0,26.0,30.0,30.0,21.0,20.0,12.0,19.0,10.0,6.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.0
75,Meekatharra ,10.0,5.0,11.0,7.0,4.0,12.0,9.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
76,Melville ,1182.0,1092.0,1063.0,1028.0,1094.0,864.0,812.0,811.0,706.0,720.0,669.0,589.0,673.0,629.0,526.0,557.0,559.0,487.0,469.0,509.0,450.0,450.0,395.0,365.0,308.0,263.0,248.0,198.0,157.0,119.0,83.0,67.0,53.0,22.0,18.0,8.0,6.0,0.0,0.0,0.0,18249.0
77,Menzies ,7.0,4.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
78,Merredin ,37.0,35.0,34.0,36.0,34.0,23.0,27.0,26.0,23.0,25.0,19.0,23.0,22.0,12.0,15.0,18.0,10.0,13.0,11.0,14.0,15.0,14.0,4.0,5.0,4.0,0.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0
79,Mingenew ,4.0,4.0,4.0,0.0,6.0,0.0,7.0,3.0,3.0,5.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
80,Moora ,24.0,23.0,32.0,28.0,18.0,18.0,18.0,38.0,18.0,22.0,29.0,12.0,10.0,14.0,7.0,11.0,13.0,4.0,9.0,7.0,10.0,5.0,0.0,7.0,4.0,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
81,Morawa ,5.0,3.0,7.0,5.0,3.0,4.0,4.0,9.0,9.0,5.0,0.0,5.0,0.0,5.0,5.0,6.0,10.0,3.0,5.0,6.0,0.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
82,Mosman Park ,106.0,105.0,100.0,84.0,97.0,99.0,77.0,98.0,82.0,81.0,69.0,43.0,69.0,45.0,39.0,47.0,51.0,39.0,33.0,24.0,24.0,15.0,19.0,21.0,13.0,11.0,11.0,18.0,7.0,6.0,5.0,6.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1556.0
83,Mount Magnet ,13.0,8.0,10.0,5.0,9.0,13.0,10.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
84,Mount Marshall ,5.0,3.0,12.0,3.0,13.0,10.0,0.0,4.0,3.0,0.0,0.0,6.0,5.0,3.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
85,Mukinbudin ,11.0,7.0,3.0,3.0,10.0,7.0,0.0,4.0,5.0,5.0,6.0,3.0,3.0,6.0,0.0,5.0,7.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
86,Mundaring ,489.0,495.0,436.0,433.0,495.0,389.0,379.0,334.0,295.0,272.0,259.0,233.0,221.0,186.0,168.0,155.0,160.0,138.0,115.0,95.0,96.0,95.0,73.0,71.0,55.0,53.0,43.0,23.0,28.0,16.0,16.0,17.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6346.0
88,Murray ,246.0,241.0,245.0,285.0,224.0,195.0,192.0,178.0,180.0,189.0,146.0,126.0,156.0,148.0,131.0,129.0,109.0,80.0,62.0,59.0,67.0,54.0,27.0,39.0,28.0,22.0,10.0,15.0,10.0,16.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3621.0
89,Nannup ,33.0,32.0,23.0,27.0,29.0,26.0,21.0,17.0,26.0,18.0,15.0,16.0,14.0,11.0,6.0,4.0,6.0,0.0,7.0,4.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0
90,Narembeen ,0.0,9.0,6.0,13.0,8.0,17.0,10.0,11.0,9.0,8.0,8.0,6.0,0.0,5.0,0.0,3.0,5.0,4.0,12.0,10.0,6.0,3.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
91,Narrogin ,58.0,69.0,67.0,57.0,54.0,56.0,38.0,41.0,47.0,37.0,36.0,32.0,27.0,38.0,33.0,35.0,18.0,26.0,25.0,16.0,17.0,16.0,20.0,18.0,13.0,13.0,17.0,7.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0
92,Nedlands ,269.0,257.0,230.0,262.0,266.0,196.0,184.0,188.0,173.0,159.0,145.0,116.0,110.0,129.0,123.0,104.0,76.0,73.0,118.0,81.0,84.0,67.0,59.0,61.0,45.0,54.0,41.0,44.0,30.0,16.0,17.0,14.0,13.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3816.0
93,Ngaanyatjarraku ,5.0,7.0,11.0,15.0,10.0,8.0,8.0,3.0,3.0,5.0,4.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
94,Northam ,142.0,140.0,145.0,119.0,158.0,120.0,96.0,110.0,86.0,94.0,84.0,68.0,52.0,62.0,62.0,59.0,48.0,40.0,38.0,39.0,31.0,31.0,34.0,21.0,23.0,15.0,13.0,22.0,8.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0
95,Northampton ,76.0,63.0,41.0,65.0,36.0,50.0,40.0,58.0,34.0,45.0,36.0,26.0,26.0,21.0,18.0,18.0,18.0,10.0,15.0,16.0,16.0,3.0,5.0,5.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0
96,Nungarin ,3.0,8.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
97,Peppermint Grove ,20.0,11.0,13.0,16.0,18.0,18.0,20.0,11.0,12.0,11.0,17.0,10.0,8.0,7.0,9.0,10.0,3.0,5.0,12.0,7.0,7.0,5.0,9.0,0.0,7.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0
98,Perenjori ,0.0,5.0,10.0,4.0,6.0,0.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
99,Perth ,165.0,171.0,148.0,166.0,153.0,136.0,98.0,133.0,84.0,104.0,81.0,102.0,74.0,64.0,63.0,60.0,34.0,40.0,43.0,15.0,27.0,25.0,27.0,16.0,22.0,12.0,9.0,3.0,12.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0
100,Pingelly ,15.0,24.0,20.0,17.0,12.0,27.0,11.0,16.0,9.0,18.0,16.0,11.0,12.0,10.0,12.0,9.0,7.0,4.0,3.0,8.0,5.0,9.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0
101,Plantagenet ,84.0,77.0,65.0,71.0,98.0,62.0,59.0,53.0,44.0,47.0,54.0,43.0,31.0,26.0,38.0,27.0,19.0,22.0,18.0,13.0,10.0,16.0,19.0,13.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0
102,Port Hedland ,72.0,55.0,41.0,37.0,34.0,25.0,33.0,24.0,13.0,13.0,18.0,20.0,14.0,12.0,7.0,6.0,8.0,4.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0
103,Quairading ,8.0,23.0,10.0,16.0,15.0,10.0,18.0,11.0,11.0,24.0,17.0,11.0,8.0,17.0,5.0,4.0,8.0,6.0,6.0,8.0,0.0,9.0,6.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0
104,Ravensthorpe ,27.0,32.0,22.0,30.0,21.0,29.0,36.0,15.0,17.0,29.0,14.0,9.0,13.0,18.0,9.0,11.0,6.0,4.0,10.0,8.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.0
105,Rockingham ,1005.0,977.0,920.0,988.0,1042.0,880.0,827.0,836.0,676.0,696.0,669.0,617.0,580.0,490.0,525.0,485.0,433.0,373.0,355.0,322.0,311.0,248.0,226.0,205.0,176.0,114.0,111.0,76.0,69.0,44.0,43.0,35.0,15.0,15.0,17.0,0.0,0.0,4.0,0.0,0.0,15405.0
106,Sandstone ,3.0,5.0,7.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
107,Serpentine-Jarrahdale ,217.0,174.0,189.0,212.0,199.0,148.0,142.0,140.0,96.0,98.0,113.0,91.0,106.0,68.0,63.0,37.0,65.0,37.0,46.0,33.0,40.0,33.0,25.0,8.0,18.0,13.0,13.0,12.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.0
108,Shark Bay ,15.0,14.0,14.0,18.0,24.0,10.0,7.0,15.0,11.0,12.0,11.0,0.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
109,South Perth ,476.0,457.0,432.0,414.0,421.0,335.0,300.0,285.0,272.0,274.0,222.0,247.0,205.0,194.0,193.0,162.0,166.0,153.0,147.0,134.0,135.0,123.0,117.0,138.0,110.0,120.0,81.0,69.0,65.0,41.0,51.0,32.0,20.0,7.0,15.0,7.0,3.0,0.0,0.0,0.0,6623.0
110,Stirling ,1896.0,1859.0,1847.0,1825.0,1935.0,1500.0,1498.0,1530.0,1408.0,1418.0,1241.0,1318.0,1224.0,1259.0,1127.0,1094.0,996.0,899.0,862.0,841.0,729.0,741.0,593.0,588.0,506.0,425.0,332.0,250.0,225.0,186.0,119.0,82.0,51.0,35.0,20.0,6.0,4.0,0.0,4.0,0.0,32473.0
111,Subiaco ,207.0,187.0,209.0,202.0,221.0,166.0,156.0,157.0,134.0,158.0,122.0,128.0,123.0,116.0,114.0,93.0,106.0,64.0,67.0,60.0,68.0,58.0,45.0,43.0,47.0,21.0,38.0,27.0,24.0,22.0,16.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3218.0
112,Swan ,1126.0,1016.0,916.0,947.0,1003.0,795.0,709.0,697.0,631.0,617.0,534.0,536.0,472.0,456.0,416.0,370.0,342.0,304.0,302.0,231.0,253.0,216.0,183.0,162.0,122.0,103.0,101.0,69.0,46.0,24.0,32.0,25.0,21.0,11.0,10.0,6.0,0.0,0.0,0.0,0.0,13804.0
113,Tammin ,0.0,9.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,4.0,5.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
114,Three Springs ,5.0,7.0,14.0,4.0,12.0,6.0,5.0,4.0,7.0,9.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
115,Toodyay ,95.0,100.0,96.0,105.0,84.0,71.0,38.0,67.0,49.0,38.0,47.0,45.0,32.0,32.0,27.0,23.0,18.0,10.0,17.0,17.0,8.0,0.0,6.0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.0
116,Trayning ,8.0,4.0,5.0,8.0,3.0,10.0,4.0,3.0,5.0,10.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
117,Upper Gascoyne ,4.0,0.0,0.0,0.0,5.0,0.0,4.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
118,Victoria Park ,278.0,249.0,273.0,238.0,239.0,198.0,181.0,196.0,172.0,166.0,156.0,146.0,156.0,144.0,167.0,120.0,131.0,113.0,146.0,139.0,168.0,128.0,130.0,125.0,109.0,101.0,84.0,72.0,69.0,55.0,43.0,23.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,3.0,4745.0
119,Victoria Plains ,17.0,8.0,8.0,7.0,12.0,7.0,12.0,11.0,9.0,13.0,13.0,6.0,11.0,3.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
120,Vincent ,261.0,224.0,227.0,227.0,226.0,155.0,157.0,137.0,128.0,138.0,108.0,119.0,139.0,123.0,123.0,101.0,122.0,94.0,91.0,72.0,110.0,80.0,76.0,97.0,50.0,55.0,51.0,26.0,26.0,28.0,27.0,7.0,9.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,3632.0
121,Wagin ,40.0,21.0,33.0,27.0,35.0,24.0,22.0,29.0,15.0,20.0,20.0,21.0,19.0,16.0,16.0,10.0,19.0,7.0,3.0,6.0,12.0,10.0,7.0,7.0,3.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0
122,Wandering ,6.0,7.0,10.0,3.0,3.0,0.0,7.0,4.0,6.0,3.0,0.0,5.0,5.0,0.0,5.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
123,Wanneroo ,1362.0,1295.0,1262.0,1289.0,1351.0,974.0,958.0,949.0,812.0,872.0,752.0,764.0,705.0,647.0,575.0,526.0,466.0,384.0,429.0,389.0,322.0,280.0,256.0,206.0,175.0,183.0,118.0,87.0,77.0,56.0,39.0,42.0,21.0,17.0,5.0,4.0,0.0,3.0,0.0,0.0,18652.0
124,Waroona ,60.0,68.0,65.0,49.0,55.0,35.0,31.0,35.0,36.0,46.0,38.0,43.0,32.0,37.0,37.0,26.0,11.0,25.0,24.0,15.0,21.0,12.0,7.0,5.0,3.0,8.0,8.0,16.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0
125,West Arthur ,12.0,10.0,7.0,14.0,20.0,0.0,4.0,6.0,5.0,3.0,8.0,5.0,13.0,0.0,3.0,4.0,10.0,0.0,0.0,0.0,4.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
126,Westonia ,3.0,0.0,3.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
127,Wickepin ,9.0,14.0,3.0,9.0,11.0,9.0,5.0,7.0,9.0,6.0,6.0,0.0,3.0,4.0,9.0,11.0,0.0,8.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
128,Williams ,12.0,10.0,9.0,4.0,12.0,16.0,8.0,14.0,12.0,11.0,7.0,6.0,4.0,4.0,6.0,5.0,9.0,4.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
129,Wiluna ,14.0,6.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
130,Wongan-Ballidu ,16.0,15.0,16.0,12.0,13.0,15.0,15.0,15.0,7.0,6.0,10.0,0.0,11.0,6.0,4.0,4.0,0.0,3.0,7.0,6.0,0.0,5.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0
131,Woodanilling ,5.0,7.0,7.0,6.0,0.0,0.0,7.0,3.0,5.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
132,Wyalkatchem ,11.0,7.0,14.0,7.0,7.0,4.0,7.0,10.0,11.0,10.0,9.0,5.0,6.0,12.0,10.0,0.0,6.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
133,Wyndham-East Kimberley ,61.0,36.0,49.0,39.0,33.0,32.0,25.0,25.0,28.0,23.0,14.0,20.0,11.0,16.0,0.0,8.0,0.0,4.0,4.0,5.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0
134,Yalgoo ,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
135,Yilgarn ,24.0,13.0,15.0,13.0,20.0,8.0,4.0,7.0,6.0,6.0,8.0,11.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
136,York ,83.0,72.0,63.0,69.0,72.0,46.0,44.0,53.0,52.0,45.0,33.0,29.0,39.0,33.0,33.0,30.0,20.0,13.0,17.0,22.0,14.0,10.0,15.0,10.0,7.0,8.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0
137,No usual address ,87.0,123.0,94.0,74.0,66.0,51.0,42.0,45.0,37.0,21.0,22.0,21.0,13.0,9.0,5.0,8.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0
Total per age,Total per Age,24581.0,23437.0,22670.0,22548.0,23462.0,18360.0,17303.0,17090.0,15010.0,15104.0,13653.0,13083.0,12388.0,11686.0,10654.0,9944.0,9293.0,8211.0,7907.0,7191.0,6780.0,6132.0,5226.0,4810.0,4076.0,3487.0,2883.0,2338.0,1833.0,1397.0,1100.0,795.0,442.0,327.0,238.0,95.0,28.0,11.0,21.0,7.0,345601.0
